,roles,companies,locations,experience,salary,Dates,PresentDate,skills
5053,State Sales Manager (TGx),Dangi Digital Media,"Mumbai, Surat",6-10 Yrs,Not disclosed,23 Days Ago,2024-11-24,SalesRetails SalesDistributionPharma Salesterritory analysisState Sales ManagerFormulationSales Management
5054,ABM Professional,Nitika Pharmaceutical Specialities,Mumbai,2-7 Yrs,Not disclosed,22 Days Ago,2024-11-24,marketingoperationsleadershipgeneral managementleadership skillsinvoicingproblem solvingcreativity
5055,Vendor Resource Management,AccurexBiomedical Pvt.Ltd.,Mumbai,1-3 Yrs,Not disclosed,22 Days Ago,2024-11-24,Relationship managementHead Business DevelopmentCostingComplianceStrategic sourcingResource managementPerformance monitoringCost
5056,Engineer,AQuity Solutions,Mumbai,3 Yrs,Not disclosed,22 Days Ago,2024-11-24,jQueryAgile developmentMySQLWeb developmentApplication developmentMVCOracleUS healthcare
5057,Content Specialist,Revvity,Mumbai,1-4 Yrs,Not disclosed,22 Days Ago,2024-11-24,Instructional designProject managementSocial mediaPharmaHealthcareTechnical StaffManagementLicensing
5058,Treasury Analyst,Revvity,Mumbai,3-8 Yrs,Not disclosed,22 Days Ago,2024-11-24,Management accountingInterpersonal skillsSAPTreasury AnalystAnalyticalTIBCOCash flowVariance analysis
5059,Senior AI Engineer,Revvity,Mumbai,7-10 Yrs,Not disclosed,22 Days Ago,2024-11-24,AutomationgithubMachine learningData structuresScrumNatural language processingmicrosoftTechnical support
5060,Procurement Specialist,Revvity,Mumbai,1-3 Yrs,Not disclosed,22 Days Ago,2024-11-24,ERPData analysisManager Quality AssuranceCostingSAPProcess improvementLife sciencesOracle
5061,Demand Planner,Revvity,Mumbai,1-3 Yrs,Not disclosed,22 Days Ago,2024-11-24,ERPData analysisSAPCostingManager Quality AssuranceSAP APOProcess improvementOracle
5062,Functional Data Expert - Finance,Revvity,Mumbai,2-4 Yrs,Not disclosed,22 Days Ago,2024-11-24,Business objectsSAPData managementAnalyticalData collectionMS OfficeTroubleshootingOperations
5063,Logistics- Control Tower Specialist,Revvity,Mumbai,3-6 Yrs,Not disclosed,22 Days Ago,2024-11-24,global operationsOutboundERPTime managementManagementFreight forwardingMonitoringFreight
5064,Manager TMS and Transportation Analytics Leader,Revvity,Mumbai,12-15 Yrs,Not disclosed,22 Days Ago,2024-11-24,global operationsChange managementSAPOperational excellenceStaffingBlack BeltOperationsInformation technology
5065,Influencer Specialist,Medicover Hospitals,Navi Mumbai,2-7 Yrs,4-5.5 Lacs PA,22 Days Ago,2024-11-24,Influencer MarketingPublic RelationsInfluencingMedia RelationsCelebrity ManagementManagementCelebrityMarketing
5066,"Manager Marketing (APIs) at Worli, Mumbai",Clients of G.K.Associates,Mumbai,7-12 Yrs,Not disclosed,9 Days Ago,2024-11-24,New Product Market InformationMaintain a monthly salesMarketing managementManagementSalesMarket InformationMarketingMaintenance
5067,Business Development Executive,Appex Innovation,Mumbai,4-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Cold callingUsageHead Business DevelopmentSalesBusiness Development ExecutiveSales processVendorCRM sales
5068,Executive - Exports,Salius Pharma,Mumbai,1-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,BrcManagement ExecutiveExciseSales HRExport ExecutiveBankingSales ExecutiveDGFT
5069,Manager/SM - Accounts Receivable,Piramal Pharma Limited,Mumbai,4-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SAP FI moduleManager Internal AuditFinancial statementsMutual fundsCMARecords managementBillingUAT
5070,Territory Sales Manager,Ayukrt,Mumbai,2-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,UsageSales strategyInterpersonal skillsTeam managementPharmaSales ExecutiveSales trainingTerritory sales
5071,Sr . Account Executive,Agio Pharmaceuticals,Mumbai,6-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,PharmaOTCSRPharmaceuticalAccounting
5072,Frontdesk Executive,Dr. Trasis Clinic La Piel,Mumbai,1-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,BasicFront deskExcelSalesDatabaseCustomer serviceManagementServicing
5073,Assistant Doctor,Dr. Trasis Clinic La Piel,Mumbai,1-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SurgicalChemicalDermatologyAssistant DoctorConsultingInstrumentationWellnessInventory control
5074,"Clinical Support Specialist, Surat",Align Technology,Mumbai,1-4 Yrs,Not disclosed,24 Days Ago,2024-11-24,Product launchTrainingMaterial sciencePathwayMarket intelligenceMachine learningManager TechnologyManagement
5075,Finance Business Partner Diabetes & Transplant,Sanofi,Mumbai,2-5 Yrs,Not disclosed,25 Days Ago,2024-11-24,fpaforecastingmisfinancial modellingvariance analysiscfochange management
5076,Territory Sales Manager,Fresenius Medical Care,Mumbai,1-6 Yrs,Not disclosed,25 Days Ago,2024-11-24,area sales managementnew businesschannel salesterritory sales managementsales strategybusiness developmentretail salessales
5077,HR MANAGER,Aelius Pharma,Mumbai,3-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,PharmaBusiness planningRecruitmentLogisticsHR strategyManagementPlanningHrsd
5078,ACCOUNTS MANAGER,Aelius Pharma,Mumbai,5-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Project reportsBankingProject AuditAccountingProjectAccount managementReportingManagement
5079,Manager Customer Service & Operations,Sanofi,Mumbai,5-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Supply chainO2CSupply chain managementSAPDemand planningProject managementAnalyticalCustomer service
5080,Chief Manager - SAP SD,Piramal Pharma Limited,Mumbai,9-10 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Material managementExport documentationTicketingSalesPharmaSAP supportSD moduleWarehouse management
5081,Manager - TSD,Piramal Pharma Limited,Mumbai,4-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Process designProject managementAnalyticalProcess controlProcess improvementCADInstrumentationManager Quality Control
5082,Maintenance Supervisior,Nahar Medical Centre,Mumbai,2-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,repairteam managementpreventive maintenanceequipment maintenancemaintenance operationsequipmentroutine maintenancespare parts
5083,Laser Technician,Nahar Medical Centre,Mumbai,1-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,skin carehair careopticsautocadfillerscosmeticslaser cuttingcounselling
5084,General Practitioner,Nahar Medical Centre,Mumbai,3-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,opdbacemergency medicinediagnosisayurvedamedicinepatient caregeneral medicine
5085,Customer Representative,Nahar Medical Centre,Mumbai,1-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,order processingoperations managementcustomer relationshipcustomer servicecustomer carecustomer interactiontrainingcomplaints resolution
5086,Manager - Stores,Piramal Pharma Limited,Mumbai,10-12 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SAPSpare partsExternal auditPharmaFormulationAnalyticalSupply chain operationsWarehouse management
5087,Sr./Jr. Nurse,Nahar Medical Centre,Mumbai,1-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,pharmaceuticalopdaclshealth care servicesemergency medicinegnmnursingmedicine
5088,Area Sales Manager,Pharmalab,Mumbai,5-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SalesArea sales managementChemicalCompetitor analysisArea salesBusiness planningCustomer relationshipKey account management
5089,Application Engineer,Pharmalab,Mumbai,5-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,PilotData analysisSalesApplication engineeringChemicalPresalesCustomer relationshipApplication development
5090,Senior IQC Engineer,AccurexBiomedical Pvt.Ltd.,"Mumbai, Tarapur, Ahmedabad",3-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TrainingQCQuality checkElectronicsManagementServicingTechnical supportElectricals
5092,Associate Analyst,Global Pharma Tek,Mumbai,1-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TrainingBasicClaimsAssociate AnalystHIPAAMS OfficeMicrosoftOffice
5093,Business Development Associate,Mentoria,Mumbai,1-2 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Sales ManagementBusiness Development ManagementMarketingSalesMarketing Managementbusiness developmentdevelopment managementsales managementsalesmanagementdevelopment
5094,Sales manager,Eurofins,Mumbai,6-9 Yrs,Not disclosed,30+ Days Ago,2024-11-24,OutboundInterpersonal skillsSalesGenomicsBrand awarenessTechno-commercialForecastingManagement
5095,Operations Head - Mumbai,Pharma Placements Inc.,Mumbai,18-24 Yrs,50-80 Lacs PA,30+ Days Ago,2024-11-24,Unit headSite HeadOperations Headoperationsunitsite
5096,Manager - Medical Affairs,Network Manpower Consulting Private Limited,Mumbai,2-4 Yrs,18-22.5 Lacs PA,30+ Days Ago,2024-11-24,MbbsMedical Affairsmedical device Industrymanagementmedical devicesdevicesmedical
5097,E commerce Manager,Altaa Vistaa Business Solutions,Mumbai,3-5 Yrs,Not disclosed,25 Days Ago,2024-11-24,CRM toolsdigital marketingproduct listingdata analysiswebsite optimizationseouser experiencecustomer retention
5098,Marketing Manager,Altaa Vistaa Business Solutions,Mumbai,4-6 Yrs,Not disclosed,25 Days Ago,2024-11-24,Marketingmarketing budgetmarketing campaignsmarket researchmarketing managementsocial mediaPR campaignsCampaigns
5099,Field Sales Specialist,DSS Imagetech Pvt Ltd (Olympus),Mumbai,3-8 Yrs,Not disclosed,25 Days Ago,2024-11-24,BiotechnologyPayment collectionSalesField salesAnalyticalSales lead generationElectronicsTelecommunication
5100,Service Engineer,DSS Imagetech Pvt Ltd (Olympus),Mumbai,2-5 Yrs,Not disclosed,25 Days Ago,2024-11-24,PathologyHistopathologyDiagnosticsInventory managementGeneral Manager ServiceTroubleshootingbiomedicalOperations
5101,Territory Sales Manager,Fresenius Medical Care,Mumbai,1-6 Yrs,Not disclosed,25 Days Ago,2024-11-24,sales managementmarketingtradenew businesssales strategysalesManagementTerritory
5102,Lead,AQuity Solutions,Mumbai,3-10 Yrs,Not disclosed,26 Days Ago,2024-11-24,Version controlGITTest scriptsJavascriptAgileHealthcareSeleniumSoftware quality assurance
5103,Senior Manager - Indirect Taxation,Piramal Pharma Limited,Mumbai,6-9 Yrs,Not disclosed,26 Days Ago,2024-11-24,Manager Indirect TaxationManagementTaxationIndirect taxationSeniorIndirectSenior management
5104,Technical Auditor,Konark Fixtures,Mumbai,12-15 Yrs,10-15 Lacs PA,25 Days Ago,2024-11-24,ISO AuditValidation ReportsTechnical AuditFDA RegulationscGMPSOPsAuditingFDA
5105,Receptionist cum Admin,Follicular Technologies,Mumbai(Andheri West +1),5-8 Yrs,3-3.75 Lacs PA,26 Days Ago,2024-11-24,Customer ServicePetty Cash ManagementOffice AdministrationFront DeskOffice CoordinationFront OfficeMultitaskingCoordination
5106,Doctors / Occupational physician,Oshmedics Healthcare,Mumbai,3-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Doctors / Occupational physician (MBBSMBBS AFIH)
5107,NURSES & PARAMEDICS STAFF,Oshmedics Healthcare,Mumbai,5-10 Yrs,Not disclosed,30+ Days Ago,2024-11-24,GNMNursing
5108,Application Engineer - GBT Auto,Freudenberg Medical,Mumbai,5-9 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Cold callingSales planningNetworkingSocial mediaDiversity and InclusionMarket researchHSEManagement
5109,QC,Laxachem Organics,Mumbai,2-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Help DeskCustomer Servicecustomer relationshipaccess controlsTelephony supportAsset ManagementVendor ManagementInformation
5110,Production,Laxachem Organics,Mumbai,2-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Help DeskCustomer Servicecustomer relationshipaccess controlsTelephony supportAsset ManagementVendor ManagementInformation
5111,QA,Laxachem Organics,Mumbai,2-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Help DeskCustomer Servicecustomer relationshipaccess controlsTelephony supportAsset ManagementVendor ManagementInformation
5112,Asst Supervisor,Medley Pharmaceuticals,Mumbai,2-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Help DeskCustomer Servicecustomer relationshipaccess controlsTelephony supportAsset ManagementVendor ManagementInformation
5113,Chief Manager - Lead Data Management,Piramal Pharma Limited,Mumbai,11 Yrs,Not disclosed,30+ Days Ago,2024-11-24,SAPBusiness transformationData managementProcess improvementAnalyticalData qualityCustomer serviceContinuous improvement
5114,Product Executive,Kilitch Drugs,Mumbai,1-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,ProcurementLiteratureGeneral Manager MarketingTrend analysisMedical servicesPackagingProduct ExecutiveCME
5115,Manager Administration,Salius Pharma,Navi Mumbai,7-8 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Office administrationHROffice managementManagementAdministration managementOfficeHrsdAdministration
5116,Occupational Therapist,Neurogen Brain And Spine Institute,Navi Mumbai,1-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,UsageHealthcareTeachingOccupational therapyTherapy
5117,Purchase/Export Executive,Ainos Pharmaceuticals,Mumbai,2-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,sapsupply chainexport documentationpurchaselogisticssupplytransportationvendor development
5118,Engineering Supervisor,Korten Pharmaceuticals,Mumbai,2-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,EngineeringCivilEngineerProject ManagementPlanning coordinationMechanicalPlanningCoordination
5119,Production Chemist,Korten Pharmaceuticals,Mumbai,2-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Pareto chartsChemistryPMPSix SigmaBscExecutive QAquality auditsODC
5120,Packing Supervisor,Korten Pharmaceuticals,Mumbai,2-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Packing SupervisorBusiness IntelligenceSix SigmaProductionManufacturingSupply ChainIntelligencePackaging
5121,QA Chemist,Korten Pharmaceuticals,Mumbai,2-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Pareto chartsChemistryPMPSix SigmaBscExecutive QAquality auditsODC
5122,Registered Nurse Staff Nurse,Medico Hub,Mumbai,1-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,AdministrationInterpersonal skillsNursingNursing StaffStaff NurseRegistered NursePatient careHealthcare
5123,Ophthalmologist,Medico Hub,Mumbai,2-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TrainingInterpersonal skillsSurgicalNursing StaffHealthcareOphthalmologymedical recordsRecruitment
5124,Ophthalmologist,Medico Hub,"Kolhapur, Mumbai",2-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Interpersonal skillsSurgicalNursing StaffPatient careHealthcareOphthalmologymedical recordsManagement
5125,Cardiologist,Medico Hub,Mumbai,6-10 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TrainingInterpersonal skillsNursing StaffCardiovascularPatient careDNBHealthcaremedical records
5126,Purchase (Chemical Engineering),Pharvinex,Mumbai,1-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,ProcurementSupply chainPurchaseChemicalChemical engineeringPharmaAnalyticalClinical research
5127,International Business Development Manager,AGD Biomedicals,Mumbai,4-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Interpersonal skillsChemistrySales operationsPharmaExport salesBiochemistryMS Officebiomedical
5128,Sr. Manager - Quality Assurance,Piramal Pharma Limited,Mumbai,6-9 Yrs,Not disclosed,27 Days Ago,2024-11-24,ProcurementEHSSAPAnalyticalShop floorPackagingGMPSTP
5129,Executive-Quality Control,Piramal Pharma Limited,Mumbai,1-4 Yrs,Not disclosed,27 Days Ago,2024-11-24,SpectroscopyISOAnalyticalPharmaFTIRManager Quality ControlGMPTechnical support
5130,Sr Scientist,Iqvia Biotech,Mumbai,8-12 Yrs,Not disclosed,30+ Days Ago,2024-11-24,excelpresentation skillslab testinglabpowerpointcommunication skillsresearchLabSRPresentation
5131,Manager - EHS,africure pharmaceuticals ltd,Mumbai,4-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,OHSAS 18001ISO 14001ComplianceManagement auditCorporateManagementAuditingEHS management
5132,Executive Assistant To CEO,africure pharmaceuticals ltd,Mumbai,4-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Management ExecutiveExecutiveCorporateManagementAssistanceExecutive management
5133,OT Technician,ASIAN HEART INSTITUTE &amp; RESEARCH CENTRE PRIVATE LIMITED,Mumbai,1-3 Yrs,Not disclosed,30+ Days Ago,2024-11-24,TrainingSurgicalISOFocusHealthcarecardiac surgeryManagementNABH
5134,Assistant Manager Finance,Eurofins,"Mumbai, Navi Mumbai",6-9 Yrs,Not disclosed,30+ Days Ago,2024-11-24,ProcurementAssistant Manager FinanceAccountingProcess controlReconciliationBudgetingVariance analysisAnalysis
5135,Asst. Manager/ Sr. Executive - HR,Ami Polymer,Mumbai,3-7 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Interpersonal skillsSenior HR ExecutiveStaffingSocial mediaHRManagementRecruitmentSR
5136,E-Commerce Executive,Ami Polymer,Mumbai,1-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,KPIFocusSales forecastingE-commerceUPSManagementResearchTroubleshooting
5137,Sr . Executive / Executive - Marketing,calyx pharma,Navi Mumbai,1-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Senior ExecutiveMarketing ExecutiveSRSeniorMarketing
5138,Manager Sales (International & Domestic),calyx pharma,Mumbai,3-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Sales ManagerSalesInternationalSales managementManagementDomestic
5139,Associate - R & D,calyx pharma,Mumbai,1-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Associate - R&D (fresher or 1 yr Exp.)ExpRR
5140,Assistant Manager - Sales & Marketing,calyx pharma,Navi Mumbai,2-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Manager Sales & MarketingManagementMarketingSalesAssistanceMarketing managementSalesSales management
5141,Radiologist,Nahar Medical Centre,Mumbai,1-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,x-raymammographymriradiologyusgdiagnosismedicineimaging
5142,Pathologist,Nahar Medical Centre,Mumbai,1-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,laboratory techniquesmolecular diagnosticspathologyquality controlblood bankmicrobiologymedicineinfection control
5143,Microbiologist,Nahar Medical Centre,Mumbai,1-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,biotechnologypharmaceuticallab testingquality controlbiologicsproductionmicrobiologyphysiology
5144,Guest Relation Manager,Nahar Medical Centre,Mumbai,2-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,front deskfront office managementcustomer servicefront office operationsguest handlingcustomer caretelephone handlingguest relations
5145,Front Desk cum Billing Executive,PKC Hospital,Navi Mumbai,1-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,Billing ExecutiveFront deskMINDeskFrontBilling
5146,FIRE SAFETY OFFICER,Holy Spirit Hospital,Mumbai,5-10 Yrs,Not disclosed,30+ Days Ago,2024-11-24,DiagnosticsPharmacyBankingHealthcareFire safetyFireSafety
5147,Nursing Superintendent,PKC Hospital,Navi Mumbai,3-4 Yrs,Not disclosed,30+ Days Ago,2024-11-24,GNMNursing SuperintendentNursing
5148,staff nurse,Holy Spirit Hospital,Mumbai,1-6 Yrs,Not disclosed,30+ Days Ago,2024-11-24,DiagnosticsPharmacyStaff NurseBankingNICUNICU Staff NurseNursing
5149,MENTAL HEALTH NURSING ( LECTURER ),Holy Spirit Hospital,Mumbai,1-5 Yrs,Not disclosed,30+ Days Ago,2024-11-24,NursingDiagnosticsPharmacyBankingLecturer activitiesHealth
